LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls }AgentPortal_AllOrdersC:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step row skipped:{ moduleCode = AgentPortal_AllOrders ; offlineRowId = testdata1 ; componentCode = SimplyBroadband ; stepName = SimplyBroadband ; abortTestIfUnexpected =  ; inlineRowId =  ; _selectYN = No ; parameters =  }:#0
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls }AgentPortal_AllOrdersC:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step row skipped:{ moduleCode = AgentPortal_AllOrders ; offlineRowId = testdata1 ; componentCode = Personaldetails ; stepName = Personaldetails ; abortTestIfUnexpected =  ; inlineRowId =  ; _selectYN = No ; parameters =  }:#0
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(AgentPortal_AllOrders-AppointmentandOrdercompletion-testdata1)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(AgentPortal_AllOrders-AppointmentandOrdercompletion.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file AppointmentandOrdercompletion.xlsx does not exists. |C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/Data/AgentPortal_AllOrders/AppointmentandOrdercompletion.xlsx|Plan/Data/AgentPortal_AllOrders
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-AgentPortal_AllOrdersData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-AgentPortal_AllOrdersData.xls)=C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/Data/AgentPortal_AllOrdersData.xls
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|SelectRows(AgentPortal_AllOrders-References-)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(AgentPortal_AllOrders-References.xlsx)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|Data file References.xlsx does not exists. |C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/Data/AgentPortal_AllOrders/References.xlsx|Plan/Data/AgentPortal_AllOrders
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-AgentPortal_AllOrdersData.xls)
LogUtils.java, TRACE, ExcelAccess{ {folderpath=} }|TryFilePath(-AgentPortal_AllOrdersData.xls)=C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/Data/AgentPortal_AllOrdersData.xls
LogUtils.java, TRACE, ExcelDeserializer{ ExcelAccess{ {folderpath=} }DTAccess{ C:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls }AgentPortal_AllOrdersC:\Workspace\CBF-2.5.6\Test\Sample1/Plan/TestCases/AgentPortal_AllOrders.xls{enableStepSelection=true, folderpath=, enableIterationSelection=true} }|Step added:{ moduleCode = AgentPortal_AllOrders ; offlineRowId = testdata1 ; componentCode = AppointmentandOrdercompletion ; stepName = AppointmentandOrdercompletion ; abortTestIfUnexpected =  ; inlineRowId =  ; _selectYN = Yes ; parameters =  }:#0
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$2@1068e947
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$2@1068e947
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|START : run
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@667a738
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@667a738
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|START : track
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@667a738
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:START:TestResult{  }:cbf.testAccess.ExcelDeserializer$3@667a738
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|START : track
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@6ee12bacTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] } }|performComponent()
LogUtils.java, TRACE, TestCaseRunner{ ModuleDrivers.CompositeAppDriver@6ee12bacTestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] } }|appdriver.perform( AgentPortal_AllOrders_AppointmentandOrdercompletion_{ _rowId = testdata1 ; Creditcheck_year = 2009 ; password = TalkTalk123 ; Sortcode1 = 07 ; Sortcode2 = 01 ; confirm password = TalkTalk123 ; Order confrimation message = Thank you; your order has been confirmed. ; Sortcode3 = 16 ; AccountNumber = 45725631 } ) 
LogUtils.java, TRACE, ModuleDrivers.AgentPortal_AllOrdersDriver@64c87930|Executing.............AppointmentandOrdercompletion with parameters DataRow{ _rowId = testdata1;Creditcheck_year = 2009;password = TalkTalk123;Sortcode1 = 07;Sortcode2 = 01;confirm password = TalkTalk123;Order confrimation message = Thank you, your order has been confirmed.;Sortcode3 = 16;AccountNumber = 45725631; }
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|FINISH : track STATUS : DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:FINISH:TestResult{  }:DONE
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:FINISH:TestResult{  }:DONE
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|FINISH : track STATUS : DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:FINISH:TestResult{  }:DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Do not clear cell content as cell has formula
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:FINISH:TestResult{  }:DONE
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|FINISH : run STATUS : DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:FINISH:TestResult{  }:DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Do not clear cell content as cell has formula
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:FINISH:TestResult{  }:DONE
LogUtils.java,  INFO, TestResultTracker{ [ScreenDumpManager{ {folderpath=, pattern=} }, HtmlEventReporter{ {detailsPath=, pattern=, summaryPath=} }, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }, cbf.harness.ParameterAccess@57d5872c] }|FINISH : runTest STATUS : DONE
LogUtils.java, TRACE, ExcelReporter{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/ExecutionReport.xls }|Report:FINISH:TestResult{  }:DONE
LogUtils.java, TRACE, ResultEventLogger{ C:\Workspace\CBF-2.5.6\Logs\ExecutedOn_08-08-2017_Time_07-43-06/Events.xml }|Report:FINISH:TestResult{  }:DONE
